aug_filename,origin_filename,origin_split,origin_subtype,origin_subject,origin_env,aug_id,transform_profile,transform_params,warp_factor,scale_factor,noise_snr,crop_offset,splice_boundaries_clean,expected_onset_clean,detected_onset_clean,onset_delta,baseline_noise_ratio,auto_augmented_onset_ok,aug_status,reject_or_pending_reason
E1_S01_A_FALL_STD_B_T004__aug0_me_fa.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,0,medium_fast,scale1.02081_warp0.78854_off0_snr29.94,0.78854,1.02081,29.94,0,100|300,180,171,-9,1.0845,True,use,
E1_S01_A_FALL_STD_B_T004__aug1_me_no.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,1,medium_normal,scale0.96078_warp1.03213_off6_snr27.14,1.03213,0.96078,27.14,6,100|300,230,229,-1,1.0956,True,use,
E1_S01_A_FALL_STD_B_T007__aug0_la_fa.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,0,large_fast,scale1.28749_warp0.83774_off0_snr30.0,0.83774,1.28749,30.0,0,100|300,121,122,1,1.0626,True,use,
E1_S01_A_FALL_STD_B_T004__aug2_me_sl.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,2,medium_slow,scale0.97027_warp1.25564_off51_snr30.92,1.25564,0.97027,30.92,51,100|300,237,192,-45,1.0598,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_B_T007__aug1_la_no.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,1,large_normal,scale1.1936_warp1.04559_off9_snr33.79,1.04559,1.1936,33.79,9,100|300,141,145,4,1.0757,True,use,
E1_S01_A_FALL_STD_B_T007__aug2_la_sl.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,2,large_slow,scale1.26843_warp1.10259_off20_snr30.35,1.10259,1.26843,30.35,20,100|300,139,142,3,1.0731,True,use,
E1_S01_A_FALL_STD_B_T010__aug0_sm_fa.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,0,small_fast,scale0.80203_warp0.85708_off0_snr34.83,0.85708,0.80203,34.83,0,100|300,196,195,-1,1.0675,True,use,
E1_S01_A_FALL_STD_B_T010__aug1_sm_no.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,1,small_normal,scale0.80105_warp0.97568_off0_snr25.51,0.97568,0.80105,25.51,0,100|300,223,223,0,1.0842,True,use,
E1_S01_A_FALL_STD_F_T001__aug0_me_fa.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,0,medium_fast,scale0.99404_warp0.88977_off0_snr25.14,0.88977,0.99404,25.14,0,100|300,183,100,-83,1.0581,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_B_T010__aug2_sm_sl.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,2,small_slow,scale0.80786_warp1.12022_off24_snr30.82,1.12022,0.80786,30.82,24,100|300,233,232,-1,1.0641,True,use,
E1_S01_A_FALL_STD_F_T001__aug1_me_no.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,1,medium_normal,scale0.97_warp0.9607_off0_snr29.69,0.9607,0.97,29.69,0,100|300,198,143,-55,1.0718,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T001__aug2_me_sl.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,2,medium_slow,scale0.97869_warp1.10496_off20_snr31.67,1.10496,0.97869,31.67,20,100|300,207,106,-101,1.1311,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T002__aug0_la_fa.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,0,large_fast,scale1.18374_warp0.86034_off0_snr27.54,0.86034,1.18374,27.54,0,100|300,135,136,1,1.0917,True,use,
E1_S01_A_FALL_STD_F_T002__aug1_la_no.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,1,large_normal,scale1.24491_warp1.03921_off7_snr27.42,1.03921,1.24491,27.42,7,100|300,156,155,-1,1.0526,True,use,
E1_S01_A_FALL_STD_F_T002__aug2_la_sl.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,2,large_slow,scale1.29785_warp1.19949_off39_snr30.35,1.19949,1.29785,30.35,39,100|300,149,155,6,1.0701,True,use,
E1_S01_A_FALL_STD_F_T006__aug0_sm_fa.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,0,small_fast,scale0.7705_warp0.84879_off0_snr29.56,0.84879,0.7705,29.56,0,100|300,136,136,0,1.0705,True,use,
E1_S01_A_FALL_STD_F_T006__aug1_sm_no.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,1,small_normal,scale0.86083_warp0.99576_off0_snr33.34,0.99576,0.86083,33.34,0,100|300,159,164,5,1.1693,True,use,
E1_S01_A_FALL_STD_F_T006__aug2_sm_sl.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,2,small_slow,scale0.77303_warp1.25226_off50_snr29.51,1.25226,0.77303,29.51,50,100|300,150,148,-2,1.0534,True,use,
E1_S01_A_FALL_STD_F_T007__aug1_me_no.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,1,medium_normal,scale0.97086_warp1.03165_off6_snr28.35,1.03165,0.97086,28.35,6,100|300,207,100,-107,1.083,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T007__aug0_me_fa.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,0,medium_fast,scale1.02367_warp0.81819_off0_snr31.82,0.81819,1.02367,31.82,0,100|300,169,120,-49,1.1193,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T007__aug2_me_sl.npz,E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,1,1,2,medium_slow,scale1.04713_warp1.19789_off39_snr26.36,1.19789,1.04713,26.36,39,100|300,209,191,-18,1.0996,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T010__aug1_la_no.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,1,large_normal,scale1.12532_warp0.99057_off0_snr29.59,0.99057,1.12532,29.59,0,100|300,155,162,7,1.0866,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T010__aug0_la_fa.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,0,large_fast,scale1.24894_warp0.83402_off0_snr25.09,0.83402,1.24894,25.09,0,100|300,131,136,5,1.0986,True,use,
E1_S01_A_FALL_STD_F_T010__aug2_la_sl.npz,E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,1,1,2,large_slow,scale1.28599_warp1.124_off24_snr30.8,1.124,1.28599,30.8,24,100|300,152,154,2,1.0896,True,use,
E2_S02_A_FALL_SIT_B_T003__aug1_sm_no.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,1,small_normal,scale0.79497_warp0.95162_off0_snr34.44,0.95162,0.79497,34.44,0,100|300,104,,,1.0799,False,pending,rise_not_found
E2_S02_A_FALL_SIT_B_T003__aug2_sm_sl.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,2,small_slow,scale0.75321_warp1.11111_off22_snr32.31,1.11111,0.75321,32.31,22,100|300,99,111,12,1.0726,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T003__aug0_sm_fa.npz,E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,2,2,0,small_fast,scale0.84716_warp0.81015_off0_snr29.6,0.81015,0.84716,29.6,0,100|300,88,100,12,1.0527,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T005__aug2_me_sl.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,2,medium_slow,scale1.0328_warp1.22398_off44_snr34.22,1.22398,1.0328,34.22,44,100|300,84,127,43,1.0749,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T005__aug0_me_fa.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,0,medium_fast,scale0.97582_warp0.88841_off0_snr32.39,0.88841,0.97582,32.39,0,100|300,93,123,30,1.0806,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T005__aug1_me_no.npz,E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,2,2,1,medium_normal,scale0.96347_warp1.00502_off1_snr31.22,1.00502,0.96347,31.22,1,100|300,105,128,23,1.0739,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T006__aug0_la_fa.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,0,large_fast,scale1.14306_warp0.78062_off0_snr33.14,0.78062,1.14306,33.14,0,100|300,79,100,21,1.1471,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T006__aug2_la_sl.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,2,large_slow,scale1.26843_warp1.19454_off38_snr31.16,1.19454,1.26843,31.16,38,100|300,82,107,25,1.0739,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T006__aug1_la_no.npz,E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,2,2,1,large_normal,scale1.17371_warp0.99573_off0_snr32.78,0.99573,1.17371,32.78,0,100|300,100,116,16,1.1091,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_SIT_B_T007__aug0_sm_fa.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,0,small_fast,scale0.77773_warp0.75995_off0_snr31.0,0.75995,0.77773,31.0,0,100|300,83,100,17,1.2875,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_SIT_B_T007__aug1_sm_no.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,1,small_normal,scale0.75723_warp1.03092_off6_snr25.98,1.03092,0.75723,25.98,6,100|300,106,109,3,1.0678,True,use,
E2_S02_A_FALL_SIT_B_T007__aug2_sm_sl.npz,E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,2,2,2,small_slow,scale0.85453_warp1.19683_off39_snr27.83,1.19683,0.85453,27.83,39,100|300,91,100,9,1.0867,True,use,
E2_S02_A_FALL_SIT_B_T009__aug0_me_fa.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,0,medium_fast,scale1.00358_warp0.80038_off0_snr33.59,0.80038,1.00358,33.59,0,100|300,84,,,1.0905,False,pending,rise_not_found
E2_S02_A_FALL_SIT_B_T009__aug2_me_sl.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,2,medium_slow,scale1.00189_warp1.18402_off36_snr25.78,1.18402,1.00189,25.78,36,100|300,88,,,1.0746,False,pending,rise_not_found
E2_S02_A_FALL_SIT_F_T005__aug0_la_fa.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,0,large_fast,scale1.29931_warp0.88668_off0_snr27.4,0.88668,1.29931,27.4,0,100|300,95,,,1.0569,False,pending,rise_not_found
E2_S02_A_FALL_SIT_B_T009__aug1_me_no.npz,E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,2,2,1,medium_normal,scale0.95529_warp1.03105_off6_snr34.82,1.03105,0.95529,34.82,6,100|300,102,100,-2,1.0937,True,use,
E2_S02_A_FALL_SIT_F_T005__aug1_la_no.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,1,large_normal,scale1.14685_warp0.9925_off0_snr31.63,0.9925,1.14685,31.63,0,100|300,106,107,1,1.0678,True,use,
E2_S02_A_FALL_SIT_F_T005__aug2_la_sl.npz,E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,2,2,2,large_slow,scale1.15186_warp1.29771_off59_snr25.51,1.29771,1.15186,25.51,59,100|300,80,163,83,1.0923,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T005__aug1_sm_no.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,1,small_normal,scale0.8203_warp1.03439_off6_snr25.14,1.03439,0.8203,25.14,6,100|300,164,162,-2,1.0673,True,use,
E2_S02_A_FALL_STD_B_T005__aug0_sm_fa.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,0,small_fast,scale0.89388_warp0.89796_off0_snr28.38,0.89796,0.89388,28.38,0,100|300,148,147,-1,1.0634,True,use,
E2_S02_A_FALL_STD_B_T005__aug2_sm_sl.npz,E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,2,2,2,small_slow,scale0.85844_warp1.20256_off40_snr30.01,1.20256,0.85844,30.01,40,100|300,158,159,1,1.0539,True,use,
E2_S02_A_FALL_STD_B_T006__aug0_me_fa.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,0,medium_fast,scale1.00515_warp0.87789_off0_snr26.59,0.87789,1.00515,26.59,0,100|300,92,,,1.0683,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T006__aug1_me_no.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,1,medium_normal,scale0.95312_warp0.96972_off0_snr32.6,0.96972,0.95312,32.6,0,100|300,102,,,1.1099,False,pending,rise_not_found
E2_S02_A_FALL_STD_B_T006__aug2_me_sl.npz,E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,2,2,2,medium_slow,scale1.00114_warp1.11818_off23_snr25.93,1.11818,1.00114,25.93,23,100|300,94,140,46,1.0881,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T007__aug0_la_fa.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,0,large_fast,scale1.29612_warp0.82795_off0_snr29.9,0.82795,1.29612,29.9,0,100|300,127,128,1,1.0531,True,use,
E2_S02_A_FALL_STD_B_T007__aug1_la_no.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,1,large_normal,scale1.2599_warp1.00718_off1_snr27.37,1.00718,1.2599,27.37,1,100|300,153,153,0,1.0701,True,use,
E2_S02_A_FALL_STD_B_T007__aug2_la_sl.npz,E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,2,2,2,large_slow,scale1.18217_warp1.20517_off41_snr25.83,1.20517,1.18217,25.83,41,100|300,143,117,-26,1.0612,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_B_T008__aug0_sm_fa.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,0,small_fast,scale0.85895_warp0.8037_off0_snr28.32,0.8037,0.85895,28.32,0,100|300,108,109,1,1.0532,True,use,
E2_S02_A_FALL_STD_F_T002__aug1_me_no.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,1,medium_normal,scale1.01955_warp0.97554_off0_snr30.29,0.97554,1.01955,30.29,0,100|300,126,126,0,1.077,True,use,
E2_S02_A_FALL_STD_B_T008__aug2_sm_sl.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,2,small_slow,scale0.87359_warp1.12258_off24_snr26.78,1.12258,0.87359,26.78,24,100|300,128,130,2,1.0417,True,use,
E2_S02_A_FALL_STD_F_T002__aug0_me_fa.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,0,medium_fast,scale1.04898_warp0.83624_off0_snr34.86,0.83624,1.04898,34.86,0,100|300,108,107,-1,1.0945,True,use,
E2_S02_A_FALL_STD_B_T008__aug1_sm_no.npz,E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,2,2,1,small_normal,scale0.88841_warp1.04784_off9_snr31.2,1.04784,0.88841,31.2,9,100|300,132,139,7,1.0826,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_F_T002__aug2_me_sl.npz,E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,2,2,2,medium_slow,scale0.98522_warp1.22949_off45_snr29.32,1.22949,0.98522,29.32,45,100|300,113,114,1,1.0739,True,use,
E2_S02_A_FALL_STD_F_T003__aug1_la_no.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,1,large_normal,scale1.28555_warp1.03992_off7_snr28.53,1.03992,1.28555,28.53,7,100|300,118,119,1,1.0889,True,use,
E2_S02_A_FALL_STD_F_T003__aug0_la_fa.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,0,large_fast,scale1.11928_warp0.87944_off0_snr32.59,0.87944,1.11928,32.59,0,100|300,105,105,0,1.0666,True,use,
E2_S02_A_FALL_STD_F_T004__aug1_sm_no.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,1,small_normal,scale0.7734_warp1.03993_off7_snr30.65,1.03993,0.7734,30.65,7,100|300,140,168,28,1.0613,False,pending,aug_onset_disagree(>5)
E2_S02_A_FALL_STD_F_T003__aug2_la_sl.npz,E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,2,2,2,large_slow,scale1.13723_warp1.10915_off21_snr34.02,1.10915,1.13723,34.02,21,100|300,112,112,0,1.0717,True,use,
E2_S02_A_FALL_STD_F_T004__aug0_sm_fa.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,0,small_fast,scale0.76561_warp0.76368_off0_snr26.19,0.76368,0.76561,26.19,0,100|300,108,108,0,1.0739,True,use,
E2_S02_A_FALL_STD_F_T005__aug0_me_fa.npz,E2_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,2,2,0,medium_fast,scale0.99433_warp0.79052_off0_snr29.82,0.79052,0.99433,29.82,0,100|300,128,129,1,1.2143,True,use,
E2_S02_A_FALL_STD_F_T004__aug2_sm_sl.npz,E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,2,2,2,small_slow,scale0.89517_warp1.12374_off24_snr31.56,1.12374,0.89517,31.56,24,100|300,135,166,31,1.0979,False,pending,aug_onset_disagree(>10)
E2_S02_A_FALL_STD_F_T005__aug1_me_no.npz,E2_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,2,2,1,medium_normal,scale0.99963_warp0.99797_off0_snr29.38,0.99797,0.99963,29.38,0,100|300,162,119,-43,1.0538,False,pending,aug_onset_disagree(>5)
