manifest_id,manifest_version,filename,env,subject,activity,subtype,trial,split_id,split_assignment,split_unit,test_sealed,source,usable_for_training,exclude_reason,exclude_candidate,exclude_candidate_reason,onset_frame_original,onset_frame_clean,rise_frame_original,rise_frame_clean,peak_frame_original,peak_frame_clean,baseline_median,baseline_mad,baseline_iqr,baseline_p75,baseline_p90,baseline_noise_ratio,baseline_mad_ratio,rise_strength,rise_slope,confidence_ref,param_sensitivity,topk_spread,topk_spread_extreme,soft_warning_count,needs_review,needs_review_hard_reasons,needs_review_soft_reasons,review_priority,review_priority_reasons
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T001.csv,1,1,FALL_SIT_F,FALL_SIT_F,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,258,158,258,158,287,187,0.13105,0.00821,0.01884,0.14354,0.1777,1.35589,0.06262,1.25624,0.04184,0.58133,17.0,2,False,1,False,,baseline_noise_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T002.csv,1,1,FALL_SIT_F,FALL_SIT_F,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,208,108,208,108,259,159,0.14965,0.00491,0.00973,0.15461,0.1593,1.0645,0.03283,1.14256,0.02065,0.56132,40.0,36,False,1,False,,topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T003.csv,1,1,FALL_SIT_F,FALL_SIT_F,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,232,132,232,132,278,178,0.15392,0.00798,0.01564,0.1612,0.16804,1.09169,0.05186,1.18175,0.01841,0.5886,30.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T004.csv,1,1,FALL_SIT_F,FALL_SIT_F,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,196,,251,151,0.15336,0.00649,0.01331,0.15934,0.16572,1.08057,0.04232,1.15731,0.04304,0.61581,0.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T005.csv,1,1,FALL_SIT_F,FALL_SIT_F,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,224,124,224,124,232,132,0.14419,0.01047,0.02057,0.15311,0.16113,1.11747,0.07259,1.26641,0.01795,0.65736,5.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T006.csv,1,1,FALL_SIT_F,FALL_SIT_F,6,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,,,,,0.25249,0.01497,0.03046,0.27089,0.29198,1.15641,0.05928,,,,41.0,,False,0,True,rise_not_found,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T007.csv,1,1,FALL_SIT_F,FALL_SIT_F,7,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,208,108,208,108,259,159,0.15242,0.005,0.00991,0.15747,0.16225,1.0645,0.03283,1.14256,0.02065,0.56132,40.0,36,False,1,False,,topk_spread_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T008.csv,1,1,FALL_SIT_F,FALL_SIT_F,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,226,126,226,126,279,179,0.26952,0.01381,0.02593,0.28611,0.30607,1.13562,0.05122,1.17099,0.03595,0.58334,6.0,3,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T009.csv,1,1,FALL_SIT_F,FALL_SIT_F,9,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,204,104,204,104,251,151,0.28277,0.01469,0.02964,0.29638,0.30881,1.09209,0.05196,1.22142,0.02081,0.62812,1.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_SIT_F_T010.csv,1,1,FALL_SIT_F,FALL_SIT_F,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,224,124,224,124,232,132,0.15632,0.01135,0.02229,0.16598,0.17468,1.11747,0.07259,1.26641,0.01795,0.65736,5.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T001.csv,1,1,FALL_STD_B,FALL_STD_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,244,144,244,144,251,151,0.14686,0.00692,0.01322,0.15125,0.15655,1.06596,0.04712,1.16829,0.0256,0.61612,53.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T002.csv,1,1,FALL_STD_B,FALL_STD_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,329,229,329,229,331,231,0.1421,0.00866,0.01711,0.15186,0.15969,1.12378,0.06092,1.39569,0.11447,0.62021,1.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T003.csv,1,1,FALL_STD_B,FALL_STD_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,247,147,247,147,251,151,0.28914,0.01582,0.03227,0.30063,0.31223,1.07986,0.05472,1.20892,0.11471,0.64943,0.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T004.csv,1,1,FALL_STD_B,FALL_STD_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,329,229,329,229,331,231,0.13009,0.00792,0.01567,0.13902,0.14619,1.12377,0.06092,1.39569,0.11447,0.62021,1.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T005.csv,1,1,FALL_STD_B,FALL_STD_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,247,147,247,147,251,151,0.31202,0.01563,0.0281,0.32437,0.33785,1.08279,0.05009,1.15974,0.11325,0.63412,18.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T006.csv,1,1,FALL_STD_B,FALL_STD_B,6,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,329,229,329,229,331,231,0.26466,0.01044,0.02059,0.27826,0.29625,1.11939,0.03945,1.14603,0.06139,0.53395,45.0,1,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T007.csv,1,1,FALL_STD_B,FALL_STD_B,7,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,244,144,244,144,251,151,0.16185,0.00763,0.01457,0.16669,0.17253,1.06596,0.04712,1.16829,0.0256,0.61612,53.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T008.csv,1,1,FALL_STD_B,FALL_STD_B,8,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,214,114,331,231,0.24739,0.00761,0.01464,0.25615,0.26479,1.07034,0.03074,1.10928,0.03763,0.52076,0.0,2,False,2,True,,rise_strength_low;confidence_ref_low,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T009.csv,1,1,FALL_STD_B,FALL_STD_B,9,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,247,147,247,147,251,151,0.28804,0.01404,0.02833,0.29952,0.31127,1.08065,0.04875,1.17542,0.10343,0.63651,0.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_B_T010.csv,1,1,FALL_STD_B,FALL_STD_B,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,329,229,329,229,331,231,0.13246,0.00807,0.01595,0.14155,0.14885,1.12378,0.06092,1.39569,0.11447,0.62021,1.0,2,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T001.csv,1,1,FALL_STD_F,FALL_STD_F,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,190,,312,212,0.14544,0.00949,0.01853,0.15346,0.15968,1.09787,0.06523,1.27025,0.01601,0.45665,3.0,112,True,2,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,confidence_ref_low;topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T002.csv,1,1,FALL_STD_F,FALL_STD_F,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,257,157,257,157,267,167,0.14023,0.0065,0.01346,0.14932,0.15676,1.11791,0.04637,1.18254,0.04789,0.60475,0.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T003.csv,1,1,FALL_STD_F,FALL_STD_F,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,193,,312,212,0.27605,0.01664,0.02924,0.28761,0.30771,1.11469,0.06026,1.25496,0.03353,0.45822,0.0,109,True,2,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,confidence_ref_low;topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T004.csv,1,1,FALL_STD_F,FALL_STD_F,4,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,257,157,257,157,267,167,0.12558,0.00582,0.01205,0.13373,0.14039,1.11791,0.04637,1.18254,0.04789,0.60475,0.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T005.csv,1,1,FALL_STD_F,FALL_STD_F,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,193,,309,209,0.29592,0.01891,0.03668,0.31326,0.3308,1.11788,0.06389,1.26843,0.01876,0.45783,3.0,112,True,2,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,confidence_ref_low;topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T006.csv,1,1,FALL_STD_F,FALL_STD_F,6,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,260,160,260,160,268,168,0.27232,0.01013,0.02014,0.28386,0.28985,1.06437,0.03721,1.12462,0.02576,0.58623,3.0,2,False,1,False,,rise_strength_low,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T007.csv,1,1,FALL_STD_F,FALL_STD_F,7,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,190,,312,212,0.15697,0.01024,0.01999,0.16562,0.17233,1.09787,0.06523,1.27025,0.01601,0.45665,3.0,112,True,2,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,confidence_ref_low;topk_spread_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T008.csv,1,1,FALL_STD_F,FALL_STD_F,8,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,254,154,254,154,267,167,0.28705,0.01147,0.02169,0.29663,0.31358,1.09243,0.03994,1.18084,0.01615,0.59204,5.0,8,False,0,False,,,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T009.csv,1,1,FALL_STD_F,FALL_STD_F,9,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,195,,312,212,0.27573,0.01503,0.02926,0.28787,0.29861,1.08298,0.05451,1.18312,0.06819,0.56386,1.0,6,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_STD_F_T010.csv,1,1,FALL_STD_F,FALL_STD_F,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,257,157,257,157,267,167,0.15459,0.00717,0.01483,0.16462,0.17282,1.11791,0.04637,1.18254,0.04789,0.60475,0.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T001.csv,1,1,FALL_WALK_B,FALL_WALK_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,200,100,200,100,283,183,0.14208,0.00542,0.0104,0.14788,0.15267,1.07457,0.03818,1.20511,0.05318,0.60106,1.0,2,False,0,False,,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T002.csv,1,1,FALL_WALK_B,FALL_WALK_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,222,122,222,122,298,198,0.14754,0.01124,0.0232,0.15981,0.16905,1.14582,0.07617,1.3393,0.08296,0.62639,2.0,2,False,0,False,,,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T003.csv,1,1,FALL_WALK_B,FALL_WALK_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,199,,282,182,0.26221,0.01158,0.02251,0.27233,0.28143,1.07328,0.04415,1.14155,0.06952,0.58741,1.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T004.csv,1,1,FALL_WALK_B,FALL_WALK_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,222,122,222,122,298,198,0.16478,0.01255,0.02591,0.17849,0.18881,1.14582,0.07617,1.3393,0.08296,0.62639,2.0,2,False,0,False,,,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T005.csv,1,1,FALL_WALK_B,FALL_WALK_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,199,,282,182,0.25762,0.01196,0.02325,0.27058,0.2786,1.08143,0.04642,1.20868,0.07827,0.6088,0.0,2,False,0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T006.csv,1,1,FALL_WALK_B,FALL_WALK_B,6,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,220,120,220,120,237,137,0.28311,0.01293,0.02714,0.29843,0.31498,1.11255,0.04566,1.21398,0.03482,0.57557,1.0,61,True,1,False,,topk_spread_high,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T007.csv,1,1,FALL_WALK_B,FALL_WALK_B,7,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,200,100,200,100,283,183,0.14806,0.00565,0.01084,0.1541,0.1591,1.07457,0.03818,1.20511,0.05318,0.60106,1.0,2,False,0,False,,,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T008.csv,1,1,FALL_WALK_B,FALL_WALK_B,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,222,122,222,122,298,198,0.25328,0.01533,0.03091,0.26859,0.28034,1.10682,0.06053,1.18346,0.05269,0.57619,1.0,2,False,0,False,,,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T009.csv,1,1,FALL_WALK_B,FALL_WALK_B,9,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,277,177,277,177,282,182,0.25707,0.01274,0.02497,0.26818,0.27839,1.08292,0.04954,1.2066,0.17695,0.63306,78.0,2,False,1,False,,param_sensitivity_high,high,weak_subtype:FALL_WALK_B;has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_B_T010.csv,1,1,FALL_WALK_B,FALL_WALK_B,10,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,222,122,222,122,298,198,0.15552,0.01185,0.02446,0.16846,0.17819,1.14582,0.07617,1.3393,0.08296,0.62639,2.0,2,False,0,False,,,high,weak_subtype:FALL_WALK_B
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T001.csv,1,1,FALL_WALK_F,FALL_WALK_F,1,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,254,154,254,154,257,157,0.15005,0.01048,0.02125,0.15986,0.16825,1.12128,0.06982,1.21394,0.18006,0.65734,1.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T002.csv,1,1,FALL_WALK_F,FALL_WALK_F,2,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,275,175,279,179,0.16717,0.01757,0.03581,0.18755,0.42102,2.51855,0.10507,1.45135,0.2086,0.57381,0.0,2,False,2,True,,baseline_noise_high;baseline_mad_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T003.csv,1,1,FALL_WALK_F,FALL_WALK_F,3,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,250,150,250,150,257,157,0.26802,0.00947,0.01772,0.27858,0.28715,1.07138,0.03533,1.14863,0.02916,0.6046,60.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T004.csv,1,1,FALL_WALK_F,FALL_WALK_F,4,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,275,175,279,179,0.18382,0.01931,0.03938,0.20624,0.46297,2.51855,0.10507,1.45135,0.2086,0.57381,0.0,2,False,2,True,,baseline_noise_high;baseline_mad_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T005.csv,1,1,FALL_WALK_F,FALL_WALK_F,5,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,pending_manual,False,,False,,,,250,150,257,157,0.24412,0.00914,0.01835,0.25295,0.25928,1.06209,0.03744,1.12618,0.01562,0.5954,61.0,2,False,3,True,,rise_strength_low;rise_slope_low;param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T006.csv,1,1,FALL_WALK_F,FALL_WALK_F,6,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,pending_manual,False,,False,,,,276,176,279,179,0.29956,0.02395,0.05537,0.3348,0.53521,1.78669,0.07996,1.24162,0.12009,0.56302,1.0,1,False,2,True,,baseline_noise_high;baseline_mad_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T007.csv,1,1,FALL_WALK_F,FALL_WALK_F,7,within_subject_seed42_val0.2_test0.2_pretrained6,test,filename,True,auto_reviewed,True,,False,,254,154,254,154,257,157,0.13617,0.00951,0.01929,0.14507,0.15269,1.12128,0.06982,1.21394,0.18006,0.65734,1.0,2,False,0,False,,,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T008.csv,1,1,FALL_WALK_F,FALL_WALK_F,8,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,276,176,276,176,278,178,0.33181,0.0235,0.05394,0.36396,0.56158,1.69249,0.07084,1.31936,0.09827,0.59103,1.0,1,False,1,False,,baseline_noise_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T009.csv,1,1,FALL_WALK_F,FALL_WALK_F,9,within_subject_seed42_val0.2_test0.2_pretrained6,train,filename,True,auto_reviewed,True,,False,,253,153,253,153,258,158,0.26908,0.01324,0.02792,0.28156,0.29579,1.09927,0.04922,1.19509,0.04644,0.61903,59.0,2,False,1,False,,param_sensitivity_high,high,has_hard_review
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E1_S01_A_FALL_WALK_F_T010.csv,1,1,FALL_WALK_F,FALL_WALK_F,10,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,pending_manual,False,,False,,,,275,175,279,179,0.1869,0.01964,0.04004,0.20969,0.47072,2.51855,0.10507,1.45135,0.2086,0.57381,0.0,2,False,2,True,,baseline_noise_high;baseline_mad_high,normal,
onset_manifest_v1_2026-06-05,v1_auto_reviewed,E2_S02_A_FALL_SIT_B_T001.csv,2,2,FALL_SIT_B,FALL_SIT_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,val,filename,True,auto_reviewed,True,,False,,279,179,279,179,315,215,0.14007,0.00751,0.01499,0.14798,0.15219,1.08653,0.05364,1.23897,0.04842,0.57658,1.0,2,False,0,False,,,normal,
