aug_filename,origin_filename,origin_split,origin_subtype,origin_subject,origin_env,aug_id,transform_profile,transform_params,warp_factor,scale_factor,noise_snr,crop_offset,splice_boundaries_clean,expected_onset_clean,detected_onset_clean,onset_delta,baseline_noise_ratio,auto_augmented_onset_ok,aug_status,reject_or_pending_reason
E1_S01_A_FALL_SIT_F_T005__aug1_sm_fa.npz,E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,1,1,1,small_fast,scale0.85095_warp0.76865_off0_snr26.33,0.76865,0.85095,26.33,0,100|300,95,100,5,1.0495,True,use,
E1_S01_A_FALL_SIT_F_T005__aug0_sm_no.npz,E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,1,1,0,small_normal,scale0.76777_warp1.00385_off0_snr29.14,1.00385,0.76777,29.14,0,100|300,124,128,4,1.0689,True,use,
E1_S01_A_FALL_SIT_F_T005__aug2_me_no.npz,E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,1,1,2,medium_normal,scale1.00218_warp1.02728_off5_snr25.05,1.02728,1.00218,25.05,5,100|300,122,,,1.0821,False,pending,rise_not_found
E1_S01_A_FALL_SIT_F_T005__aug3_me_fa.npz,E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,1,1,3,medium_fast,scale0.99599_warp0.76678_off0_snr25.61,0.76678,0.99599,25.61,0,100|300,95,,,1.0869,False,pending,rise_not_found
E1_S01_A_FALL_SIT_F_T005__aug4_la_no.npz,E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,1,1,4,large_normal,scale1.29459_warp1.02732_off5_snr33.55,1.02732,1.29459,33.55,5,100|300,122,121,-1,1.096,True,use,
E1_S01_A_FALL_SIT_F_T005__aug5_la_fa.npz,E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,1,1,5,large_fast,scale1.20017_warp0.81694_off0_snr27.19,0.81694,1.20017,27.19,0,100|300,101,100,-1,1.0577,True,use,
E1_S01_A_FALL_SIT_F_T007__aug0_sm_no.npz,E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,1,1,0,small_normal,scale0.77669_warp1.04944_off9_snr34.09,1.04944,0.77669,34.09,9,100|300,104,166,62,1.0799,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_SIT_F_T007__aug2_me_no.npz,E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,1,1,2,medium_normal,scale1.01993_warp1.02477_off4_snr29.23,1.02477,1.01993,29.23,4,100|300,106,152,46,1.0616,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_SIT_F_T007__aug1_sm_fa.npz,E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,1,1,1,small_fast,scale0.88759_warp0.76573_off0_snr28.18,0.76573,0.88759,28.18,0,100|300,83,114,31,1.0415,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_SIT_F_T008__aug0_sm_no.npz,E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,1,1,0,small_normal,scale0.88647_warp1.01943_off3_snr34.24,1.01943,0.88647,34.24,3,100|300,125,169,44,1.0786,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_SIT_F_T007__aug4_la_no.npz,E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,1,1,4,large_normal,scale1.28042_warp1.01418_off2_snr34.64,1.01418,1.28042,34.64,2,100|300,107,153,46,1.0868,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_SIT_F_T007__aug3_me_fa.npz,E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,1,1,3,medium_fast,scale1.03706_warp0.87752_off0_snr29.13,0.87752,1.03706,29.13,0,100|300,95,132,37,1.0508,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_SIT_F_T008__aug1_sm_fa.npz,E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,1,1,1,small_fast,scale0.83209_warp0.7769_off0_snr31.31,0.7769,0.83209,31.31,0,100|300,98,101,3,1.0551,True,use,
E1_S01_A_FALL_SIT_F_T007__aug5_la_fa.npz,E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,1,1,5,large_fast,scale1.18511_warp0.79561_off0_snr27.15,0.79561,1.18511,27.15,0,100|300,86,,,1.0551,False,pending,rise_not_found
E1_S01_A_FALL_SIT_F_T008__aug3_me_fa.npz,E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,1,1,3,medium_fast,scale0.95385_warp0.84838_off0_snr27.45,0.84838,0.95385,27.45,0,100|300,107,148,41,1.0557,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_SIT_F_T008__aug4_la_no.npz,E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,1,1,4,large_normal,scale1.17492_warp1.01155_off2_snr30.46,1.01155,1.17492,30.46,2,100|300,125,,,1.1487,False,pending,rise_not_found
E1_S01_A_FALL_SIT_F_T008__aug2_me_no.npz,E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,1,1,2,medium_normal,scale0.98126_warp0.99727_off0_snr34.55,0.99727,0.98126,34.55,0,100|300,125,174,49,1.081,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_SIT_F_T008__aug5_la_fa.npz,E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,1,1,5,large_fast,scale1.17431_warp0.81108_off0_snr34.04,0.81108,1.17431,34.04,0,100|300,102,117,15,1.0756,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_SIT_F_T010__aug0_sm_no.npz,E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,1,1,0,small_normal,scale0.82708_warp1.02947_off5_snr34.15,1.02947,0.82708,34.15,5,100|300,122,125,3,1.0992,True,use,
E1_S01_A_FALL_SIT_F_T010__aug1_sm_fa.npz,E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,1,1,1,small_fast,scale0.87785_warp0.88383_off0_snr27.31,0.88383,0.87785,27.31,0,100|300,109,106,-3,1.0621,True,use,
E1_S01_A_FALL_SIT_F_T010__aug5_la_fa.npz,E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,1,1,5,large_fast,scale1.23475_warp0.89093_off0_snr29.82,0.89093,1.23475,29.82,0,100|300,110,110,0,1.1081,True,use,
E1_S01_A_FALL_SIT_F_T010__aug3_me_fa.npz,E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,1,1,3,medium_fast,scale0.98057_warp0.88221_off0_snr28.87,0.88221,0.98057,28.87,0,100|300,109,110,1,1.0623,True,use,
E1_S01_A_FALL_SIT_F_T010__aug4_la_no.npz,E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,1,1,4,large_normal,scale1.12513_warp0.98596_off0_snr27.33,0.98596,1.12513,27.33,0,100|300,122,114,-8,1.0792,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_SIT_F_T010__aug2_me_no.npz,E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,1,1,2,medium_normal,scale0.98341_warp0.96989_off0_snr29.84,0.96989,0.98341,29.84,0,100|300,120,119,-1,1.0606,True,use,
E1_S01_A_FALL_STD_B_T003__aug1_sm_fa.npz,E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,1,1,1,small_fast,scale0.85196_warp0.83373_off0_snr34.97,0.83373,0.85196,34.97,0,100|300,122,117,-5,1.0695,True,use,
E1_S01_A_FALL_STD_B_T003__aug4_la_no.npz,E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,1,1,4,large_normal,scale1.21313_warp1.03105_off6_snr28.65,1.03105,1.21313,28.65,6,100|300,145,146,1,1.1568,True,use,
E1_S01_A_FALL_STD_B_T003__aug0_sm_no.npz,E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,1,1,0,small_normal,scale0.77806_warp0.98492_off0_snr26.78,0.98492,0.77806,26.78,0,100|300,144,145,1,1.1377,True,use,
E1_S01_A_FALL_STD_B_T003__aug2_me_no.npz,E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,1,1,2,medium_normal,scale0.99757_warp1.0117_off2_snr30.26,1.0117,0.99757,30.26,2,100|300,146,147,1,1.092,True,use,
E1_S01_A_FALL_STD_B_T003__aug3_me_fa.npz,E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,1,1,3,medium_fast,scale0.98415_warp0.89798_off0_snr27.1,0.89798,0.98415,27.1,0,100|300,132,129,-3,1.0684,True,use,
E1_S01_A_FALL_STD_B_T004__aug0_sm_no.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,0,small_normal,scale0.76414_warp1.03288_off6_snr30.56,1.03288,0.76414,30.56,6,100|300,230,230,0,1.0643,True,use,
E1_S01_A_FALL_STD_B_T004__aug1_sm_fa.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,1,small_fast,scale0.87919_warp0.77434_off0_snr25.03,0.77434,0.87919,25.03,0,100|300,177,168,-9,1.0633,True,use,
E1_S01_A_FALL_STD_B_T003__aug5_la_fa.npz,E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,1,1,5,large_fast,scale1.15448_warp0.78595_off0_snr34.42,0.78595,1.15448,34.42,0,100|300,115,115,0,1.0831,True,use,
E1_S01_A_FALL_STD_B_T004__aug2_me_no.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,2,medium_normal,scale1.01552_warp0.9946_off0_snr27.91,0.9946,1.01552,27.91,0,100|300,227,227,0,1.0817,True,use,
E1_S01_A_FALL_STD_B_T004__aug3_me_fa.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,3,medium_fast,scale0.98038_warp0.75159_off0_snr33.59,0.75159,0.98038,33.59,0,100|300,172,151,-21,1.0441,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_B_T004__aug4_la_no.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,4,large_normal,scale1.16757_warp0.96577_off0_snr28.12,0.96577,1.16757,28.12,0,100|300,221,220,-1,1.0473,True,use,
E1_S01_A_FALL_STD_B_T004__aug5_la_fa.npz,E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,1,1,5,large_fast,scale1.24697_warp0.81719_off0_snr32.83,0.81719,1.24697,32.83,0,100|300,187,186,-1,1.069,True,use,
E1_S01_A_FALL_STD_B_T007__aug2_me_no.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,2,medium_normal,scale1.04072_warp1.01775_off3_snr28.75,1.01775,1.04072,28.75,3,100|300,144,116,-28,1.0771,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_B_T007__aug0_sm_no.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,0,small_normal,scale0.85341_warp0.99998_off0_snr33.37,0.99998,0.85341,33.37,0,100|300,144,148,4,1.1096,True,use,
E1_S01_A_FALL_STD_B_T007__aug1_sm_fa.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,1,small_fast,scale0.75409_warp0.88151_off0_snr25.85,0.88151,0.75409,25.85,0,100|300,127,104,-23,1.0819,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_B_T007__aug4_la_no.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,4,large_normal,scale1.27089_warp0.95561_off0_snr33.75,0.95561,1.27089,33.75,0,100|300,138,140,2,1.0586,True,use,
E1_S01_A_FALL_STD_B_T007__aug5_la_fa.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,5,large_fast,scale1.29339_warp0.88275_off0_snr34.12,0.88275,1.29339,34.12,0,100|300,127,128,1,1.0714,True,use,
E1_S01_A_FALL_STD_B_T007__aug3_me_fa.npz,E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,1,1,3,medium_fast,scale1.03176_warp0.78617_off0_snr34.87,0.78617,1.03176,34.87,0,100|300,113,110,-3,1.0844,True,use,
E1_S01_A_FALL_STD_B_T010__aug1_sm_fa.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,1,small_fast,scale0.84795_warp0.75534_off0_snr28.18,0.75534,0.84795,28.18,0,100|300,173,172,-1,1.0719,True,use,
E1_S01_A_FALL_STD_B_T010__aug2_me_no.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,2,medium_normal,scale1.04294_warp1.01094_off2_snr31.42,1.01094,1.04294,31.42,2,100|300,229,194,-35,1.1214,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_B_T010__aug3_me_fa.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,3,medium_fast,scale1.04949_warp0.8161_off0_snr30.34,0.8161,1.04949,30.34,0,100|300,187,157,-30,1.0631,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_B_T010__aug0_sm_no.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,0,small_normal,scale0.75289_warp0.98469_off0_snr34.51,0.98469,0.75289,34.51,0,100|300,225,205,-20,1.0724,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_B_T010__aug4_la_no.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,4,large_normal,scale1.2892_warp0.95135_off0_snr28.89,0.95135,1.2892,28.89,0,100|300,218,207,-11,1.064,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_B_T010__aug5_la_fa.npz,E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,1,1,5,large_fast,scale1.16732_warp0.80225_off0_snr34.81,0.80225,1.16732,34.81,0,100|300,183,174,-9,1.0757,True,use,
E1_S01_A_FALL_STD_F_T001__aug1_sm_fa.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,1,small_fast,scale0.81991_warp0.79764_off0_snr34.69,0.79764,0.81991,34.69,0,100|300,164,116,-48,1.1758,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T001__aug0_sm_no.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,0,small_normal,scale0.89584_warp1.03335_off6_snr26.7,1.03335,0.89584,26.7,6,100|300,207,112,-95,1.0562,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T001__aug3_me_fa.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,3,medium_fast,scale0.96973_warp0.75087_off0_snr30.95,0.75087,0.96973,30.95,0,100|300,154,105,-49,1.1592,False,pending,aug_onset_disagree(>10)
E1_S01_A_FALL_STD_F_T001__aug2_me_no.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,2,medium_normal,scale1.01552_warp1.01299_off2_snr29.09,1.01299,1.01552,29.09,2,100|300,207,100,-107,1.0669,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T002__aug1_sm_fa.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,1,small_fast,scale0.82368_warp0.86507_off0_snr33.6,0.86507,0.82368,33.6,0,100|300,136,135,-1,1.0773,True,use,
E1_S01_A_FALL_STD_F_T001__aug5_la_fa.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,5,large_fast,scale1.14487_warp0.83862_off0_snr26.11,0.83862,1.14487,26.11,0,100|300,172,167,-5,1.0944,True,use,
E1_S01_A_FALL_STD_F_T001__aug4_la_no.npz,E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,1,1,4,large_normal,scale1.10703_warp0.98023_off0_snr26.35,0.98023,1.10703,26.35,0,100|300,202,100,-102,1.0731,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T002__aug2_me_no.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,2,medium_normal,scale1.00614_warp0.96257_off0_snr25.02,0.96257,1.00614,25.02,0,100|300,151,152,1,1.1028,True,use,
E1_S01_A_FALL_STD_F_T002__aug0_sm_no.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,0,small_normal,scale0.80936_warp0.96348_off0_snr34.55,0.96348,0.80936,34.55,0,100|300,151,151,0,1.1151,True,use,
E1_S01_A_FALL_STD_F_T006__aug0_sm_no.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,0,small_normal,scale0.89425_warp1.04199_off8_snr27.39,1.04199,0.89425,27.39,8,100|300,158,144,-14,1.0903,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T002__aug5_la_fa.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,5,large_fast,scale1.14978_warp0.86737_off0_snr27.84,0.86737,1.14978,27.84,0,100|300,136,141,5,1.0814,True,use,
E1_S01_A_FALL_STD_F_T002__aug4_la_no.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,4,large_normal,scale1.28794_warp1.04584_off9_snr33.31,1.04584,1.28794,33.31,9,100|300,155,162,7,1.0843,False,pending,aug_onset_disagree(>5)
E1_S01_A_FALL_STD_F_T006__aug1_sm_fa.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,1,small_fast,scale0.85575_warp0.85604_off0_snr34.78,0.85604,0.85575,34.78,0,100|300,137,141,4,1.0682,True,use,
E1_S01_A_FALL_STD_F_T006__aug2_me_no.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,2,medium_normal,scale0.95316_warp1.01967_off3_snr27.34,1.01967,0.95316,27.34,3,100|300,160,164,4,1.0934,True,use,
E1_S01_A_FALL_STD_F_T002__aug3_me_fa.npz,E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,1,1,3,medium_fast,scale1.01534_warp0.77172_off0_snr30.61,0.77172,1.01534,30.61,0,100|300,121,125,4,1.0756,True,use,
E1_S01_A_FALL_STD_F_T006__aug5_la_fa.npz,E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,1,1,5,large_fast,scale1.29577_warp0.88836_off0_snr30.15,0.88836,1.29577,30.15,0,100|300,142,140,-2,1.1082,True,use,
