filename,subtype,env,subject,split_assignment,onset_status,usable_for_fixed,usable_for_onset_aligned,exclude_scope,onset_frame_clean,crop_policy,crop_start_clean,crop_end_clean,generated,crop_exclude_reason,manifest_id
E1_S01_A_FALL_SIT_B_T005.csv,FALL_SIT_B,1,1,val,manual_corrected,True,True,none,246,onset_reduced,146,446,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T006.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T006.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T006.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T007.csv,FALL_SIT_B,1,1,train,auto_reviewed,True,True,none,171,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T007.csv,FALL_SIT_B,1,1,train,auto_reviewed,True,True,none,171,onset_primary,121,421,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T007.csv,FALL_SIT_B,1,1,train,auto_reviewed,True,True,none,171,onset_reduced,71,371,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T008.csv,FALL_SIT_B,1,1,val,manual_corrected,True,True,none,250,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T008.csv,FALL_SIT_B,1,1,val,manual_corrected,True,True,none,250,onset_primary,200,500,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T008.csv,FALL_SIT_B,1,1,val,manual_corrected,True,True,none,250,onset_reduced,150,450,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T009.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T009.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T009.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T010.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T010.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_B_T010.csv,FALL_SIT_B,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T001.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,158,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T001.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,158,onset_primary,108,408,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T001.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,158,onset_reduced,58,358,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T002.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,108,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T002.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,108,onset_primary,58,358,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T002.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,108,onset_reduced,8,308,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T003.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,132,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T003.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,132,onset_primary,82,382,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T003.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,132,onset_reduced,32,332,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T004.csv,FALL_SIT_F,1,1,train,manual_corrected,True,True,none,144,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T004.csv,FALL_SIT_F,1,1,train,manual_corrected,True,True,none,144,onset_primary,94,394,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T004.csv,FALL_SIT_F,1,1,train,manual_corrected,True,True,none,144,onset_reduced,44,344,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T005.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,124,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T005.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,124,onset_primary,74,374,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T005.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,124,onset_reduced,24,324,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T006.csv,FALL_SIT_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T006.csv,FALL_SIT_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T006.csv,FALL_SIT_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T007.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,108,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T007.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,108,onset_primary,58,358,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T007.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,108,onset_reduced,8,308,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T008.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,126,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T008.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,126,onset_primary,76,376,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T008.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,126,onset_reduced,26,326,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T009.csv,FALL_SIT_F,1,1,test,auto_reviewed,True,True,none,104,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T009.csv,FALL_SIT_F,1,1,test,auto_reviewed,True,True,none,104,onset_primary,54,354,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T009.csv,FALL_SIT_F,1,1,test,auto_reviewed,True,True,none,104,onset_reduced,4,304,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T010.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,124,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T010.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,124,onset_primary,74,374,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_SIT_F_T010.csv,FALL_SIT_F,1,1,train,auto_reviewed,True,True,none,124,onset_reduced,24,324,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T001.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,144,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T001.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,144,onset_primary,94,394,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T001.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,144,onset_reduced,44,344,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T002.csv,FALL_STD_B,1,1,val,auto_reviewed,True,True,none,229,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T002.csv,FALL_STD_B,1,1,val,auto_reviewed,True,True,none,229,onset_primary,179,479,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T002.csv,FALL_STD_B,1,1,val,auto_reviewed,True,True,none,229,onset_reduced,129,429,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T003.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,147,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T003.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,147,onset_primary,97,397,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T003.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,147,onset_reduced,47,347,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T004.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,229,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T004.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,229,onset_primary,179,479,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T004.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,229,onset_reduced,129,429,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T005.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,147,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T005.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,147,onset_primary,97,397,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T005.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,147,onset_reduced,47,347,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T006.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,229,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T006.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,229,onset_primary,179,479,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T006.csv,FALL_STD_B,1,1,test,auto_reviewed,True,True,none,229,onset_reduced,129,429,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T007.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,144,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T007.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,144,onset_primary,94,394,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T007.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,144,onset_reduced,44,344,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T008.csv,FALL_STD_B,1,1,val,manual_corrected,True,True,none,221,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T008.csv,FALL_STD_B,1,1,val,manual_corrected,True,True,none,221,onset_primary,171,471,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T008.csv,FALL_STD_B,1,1,val,manual_corrected,True,True,none,221,onset_reduced,121,421,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T009.csv,FALL_STD_B,1,1,val,auto_reviewed,True,True,none,147,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T009.csv,FALL_STD_B,1,1,val,auto_reviewed,True,True,none,147,onset_primary,97,397,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T009.csv,FALL_STD_B,1,1,val,auto_reviewed,True,True,none,147,onset_reduced,47,347,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T010.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,229,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T010.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,229,onset_primary,179,479,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_B_T010.csv,FALL_STD_B,1,1,train,auto_reviewed,True,True,none,229,onset_reduced,129,429,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T001.csv,FALL_STD_F,1,1,train,manual_corrected,True,True,none,206,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T001.csv,FALL_STD_F,1,1,train,manual_corrected,True,True,none,206,onset_primary,156,456,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T001.csv,FALL_STD_F,1,1,train,manual_corrected,True,True,none,206,onset_reduced,106,406,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T002.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,157,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T002.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,157,onset_primary,107,407,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T002.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,157,onset_reduced,57,357,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T003.csv,FALL_STD_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T003.csv,FALL_STD_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T003.csv,FALL_STD_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T004.csv,FALL_STD_F,1,1,val,auto_reviewed,True,True,none,157,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T004.csv,FALL_STD_F,1,1,val,auto_reviewed,True,True,none,157,onset_primary,107,407,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T004.csv,FALL_STD_F,1,1,val,auto_reviewed,True,True,none,157,onset_reduced,57,357,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T005.csv,FALL_STD_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T005.csv,FALL_STD_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T005.csv,FALL_STD_F,1,1,train,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T006.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,160,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T006.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,160,onset_primary,110,410,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T006.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,160,onset_reduced,60,360,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T007.csv,FALL_STD_F,1,1,train,manual_corrected,True,True,none,207,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T007.csv,FALL_STD_F,1,1,train,manual_corrected,True,True,none,207,onset_primary,157,457,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T007.csv,FALL_STD_F,1,1,train,manual_corrected,True,True,none,207,onset_reduced,107,407,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T008.csv,FALL_STD_F,1,1,test,auto_reviewed,True,True,none,154,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T008.csv,FALL_STD_F,1,1,test,auto_reviewed,True,True,none,154,onset_primary,104,404,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T008.csv,FALL_STD_F,1,1,test,auto_reviewed,True,True,none,154,onset_reduced,54,354,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T009.csv,FALL_STD_F,1,1,val,onset_unusable,True,False,onset_aligned_only,,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T009.csv,FALL_STD_F,1,1,val,onset_unusable,True,False,onset_aligned_only,,onset_primary,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T009.csv,FALL_STD_F,1,1,val,onset_unusable,True,False,onset_aligned_only,,onset_reduced,,,False,not_usable_for_onset_aligned,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T010.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,157,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T010.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,157,onset_primary,107,407,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_STD_F_T010.csv,FALL_STD_F,1,1,train,auto_reviewed,True,True,none,157,onset_reduced,57,357,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T001.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,100,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T001.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,100,onset_primary,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T001.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,100,onset_reduced,0,300,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T002.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T002.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_primary,72,372,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T002.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_reduced,22,322,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T003.csv,FALL_WALK_B,1,1,train,manual_corrected,True,True,none,177,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T003.csv,FALL_WALK_B,1,1,train,manual_corrected,True,True,none,177,onset_primary,127,427,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T003.csv,FALL_WALK_B,1,1,train,manual_corrected,True,True,none,177,onset_reduced,77,377,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T004.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T004.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_primary,72,372,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T004.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_reduced,22,322,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T005.csv,FALL_WALK_B,1,1,train,manual_corrected,True,True,none,176,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T005.csv,FALL_WALK_B,1,1,train,manual_corrected,True,True,none,176,onset_primary,126,426,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T005.csv,FALL_WALK_B,1,1,train,manual_corrected,True,True,none,176,onset_reduced,76,376,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T006.csv,FALL_WALK_B,1,1,test,auto_reviewed,True,True,none,120,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T006.csv,FALL_WALK_B,1,1,test,auto_reviewed,True,True,none,120,onset_primary,70,370,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T006.csv,FALL_WALK_B,1,1,test,auto_reviewed,True,True,none,120,onset_reduced,20,320,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T007.csv,FALL_WALK_B,1,1,test,auto_reviewed,True,True,none,100,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T007.csv,FALL_WALK_B,1,1,test,auto_reviewed,True,True,none,100,onset_primary,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T007.csv,FALL_WALK_B,1,1,test,auto_reviewed,True,True,none,100,onset_reduced,0,300,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T008.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T008.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_primary,72,372,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T008.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_reduced,22,322,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T009.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,177,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T009.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,177,onset_primary,127,427,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T009.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,177,onset_reduced,77,377,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T010.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T010.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_primary,72,372,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_B_T010.csv,FALL_WALK_B,1,1,train,auto_reviewed,True,True,none,122,onset_reduced,22,322,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T001.csv,FALL_WALK_F,1,1,val,auto_reviewed,True,True,none,154,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T001.csv,FALL_WALK_F,1,1,val,auto_reviewed,True,True,none,154,onset_primary,104,404,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T001.csv,FALL_WALK_F,1,1,val,auto_reviewed,True,True,none,154,onset_reduced,54,354,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T002.csv,FALL_WALK_F,1,1,val,manual_corrected,True,True,none,33,fixed,50,350,True,,onset_manifest_v2_2026-06-06
E1_S01_A_FALL_WALK_F_T002.csv,FALL_WALK_F,1,1,val,manual_corrected,True,True,none,33,onset_primary,-17,283,False,crop_out_of_bounds,onset_manifest_v2_2026-06-06
