filename,split_assignment,subtype,n_valid_param_rows,nominal_valid_count,broad_valid_count,nominal_rise_median,broad_rise_median,nominal_broad_delta_median,param_sensitivity_range_overall,any_hard_review,hard_reason_union,review_priority,review_priority_reasons
E1_S01_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,12,6,6,224.0,224.0,0.0,5.0,False,,normal,
E1_S01_A_FALL_SIT_F_T006.csv,train,FALL_SIT_F,8,4,4,285.0,285.0,0.0,41.0,True,rise_not_found,high,has_hard_review
E1_S01_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,12,6,6,208.0,208.0,0.0,40.0,False,,normal,
E1_S01_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,12,6,6,226.0,204.5,-21.5,49.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_SIT_F_T009.csv,test,FALL_SIT_F,12,6,6,204.0,204.0,0.0,1.0,False,,normal,
E1_S01_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,12,6,6,224.0,224.0,0.0,5.0,False,,normal,
E1_S01_A_FALL_STD_B_T001.csv,test,FALL_STD_B,12,6,6,219.5,219.5,0.0,67.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_STD_B_T002.csv,val,FALL_STD_B,12,6,6,329.0,329.0,0.0,1.0,False,,normal,
E1_S01_A_FALL_STD_B_T003.csv,train,FALL_STD_B,12,6,6,247.0,247.0,0.0,0.0,False,,normal,
E1_S01_A_FALL_STD_B_T004.csv,train,FALL_STD_B,12,6,6,329.0,329.0,0.0,1.0,False,,normal,
E1_S01_A_FALL_STD_B_T005.csv,test,FALL_STD_B,12,6,6,239.0,239.0,0.0,18.0,False,,normal,
E1_S01_A_FALL_STD_B_T006.csv,test,FALL_STD_B,12,6,6,329.0,329.0,0.0,45.0,False,,normal,
E1_S01_A_FALL_STD_B_T007.csv,train,FALL_STD_B,12,6,6,219.5,219.5,0.0,67.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_STD_B_T008.csv,val,FALL_STD_B,12,6,6,214.0,214.0,0.0,0.0,False,,normal,
E1_S01_A_FALL_STD_B_T009.csv,val,FALL_STD_B,12,6,6,247.0,247.0,0.0,0.0,False,,normal,
E1_S01_A_FALL_STD_B_T010.csv,train,FALL_STD_B,12,6,6,329.0,329.0,0.0,1.0,False,,normal,
E1_S01_A_FALL_STD_F_T001.csv,train,FALL_STD_F,12,6,6,190.0,189.0,-2.5,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E1_S01_A_FALL_STD_F_T002.csv,train,FALL_STD_F,12,6,6,257.0,257.0,0.0,77.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_STD_F_T003.csv,train,FALL_STD_F,12,6,6,193.0,193.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E1_S01_A_FALL_STD_F_T004.csv,val,FALL_STD_F,12,6,6,257.0,257.0,0.0,77.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_STD_F_T005.csv,train,FALL_STD_F,12,6,6,193.0,193.0,0.0,9.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E1_S01_A_FALL_STD_F_T006.csv,train,FALL_STD_F,12,6,6,260.0,260.0,0.0,3.0,False,,normal,
E1_S01_A_FALL_STD_F_T007.csv,train,FALL_STD_F,12,6,6,190.0,189.0,-2.5,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E1_S01_A_FALL_STD_F_T008.csv,test,FALL_STD_F,12,6,6,254.0,254.0,0.0,5.0,False,,normal,
E1_S01_A_FALL_STD_F_T009.csv,val,FALL_STD_F,12,6,6,195.0,195.0,0.0,13.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_STD_F_T010.csv,train,FALL_STD_F,12,6,6,257.0,257.0,0.0,77.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_WALK_B_T001.csv,train,FALL_WALK_B,12,6,6,200.0,200.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E1_S01_A_FALL_WALK_B_T002.csv,train,FALL_WALK_B,12,6,6,222.0,222.0,0.0,2.0,False,,high,weak_subtype:FALL_WALK_B
E1_S01_A_FALL_WALK_B_T003.csv,train,FALL_WALK_B,12,6,6,199.0,199.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E1_S01_A_FALL_WALK_B_T004.csv,train,FALL_WALK_B,12,6,6,222.0,222.0,0.0,2.0,False,,high,weak_subtype:FALL_WALK_B
E1_S01_A_FALL_WALK_B_T005.csv,train,FALL_WALK_B,12,6,6,199.0,199.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E1_S01_A_FALL_WALK_B_T006.csv,test,FALL_WALK_B,12,6,6,220.0,220.0,0.0,1.0,False,,high,weak_subtype:FALL_WALK_B
E1_S01_A_FALL_WALK_B_T007.csv,test,FALL_WALK_B,12,6,6,200.0,200.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E1_S01_A_FALL_WALK_B_T008.csv,train,FALL_WALK_B,12,6,6,222.0,222.0,0.0,1.0,False,,high,weak_subtype:FALL_WALK_B
E1_S01_A_FALL_WALK_B_T009.csv,train,FALL_WALK_B,12,6,6,199.5,199.5,0.0,78.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E1_S01_A_FALL_WALK_B_T010.csv,train,FALL_WALK_B,12,6,6,222.0,222.0,0.0,2.0,False,,high,weak_subtype:FALL_WALK_B
E1_S01_A_FALL_WALK_F_T001.csv,val,FALL_WALK_F,12,6,6,254.0,187.0,-67.0,68.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_WALK_F_T002.csv,val,FALL_WALK_F,12,6,6,275.0,275.0,0.0,0.0,False,,normal,
E1_S01_A_FALL_WALK_F_T003.csv,val,FALL_WALK_F,12,6,6,219.5,187.0,-32.5,63.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_WALK_F_T004.csv,train,FALL_WALK_F,12,6,6,275.0,275.0,0.0,0.0,False,,normal,
E1_S01_A_FALL_WALK_F_T005.csv,train,FALL_WALK_F,12,6,6,249.5,184.0,-65.5,67.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_WALK_F_T006.csv,test,FALL_WALK_F,12,6,6,276.0,276.0,0.0,1.0,False,,normal,
E1_S01_A_FALL_WALK_F_T007.csv,test,FALL_WALK_F,12,6,6,254.0,187.0,-67.0,68.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_WALK_F_T008.csv,train,FALL_WALK_F,12,6,6,276.0,276.0,0.0,1.0,False,,normal,
E1_S01_A_FALL_WALK_F_T009.csv,train,FALL_WALK_F,12,6,6,251.0,218.0,-3.5,66.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E1_S01_A_FALL_WALK_F_T010.csv,val,FALL_WALK_F,12,6,6,275.0,275.0,0.0,0.0,False,,normal,
E2_S02_A_FALL_SIT_B_T001.csv,val,FALL_SIT_B,12,6,6,279.0,279.0,0.0,1.0,False,,normal,
E2_S02_A_FALL_SIT_B_T002.csv,train,FALL_SIT_B,12,6,6,231.0,231.0,0.0,2.0,False,,normal,
E2_S02_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,12,6,6,209.0,209.0,0.0,0.0,False,,normal,
E2_S02_A_FALL_SIT_B_T004.csv,val,FALL_SIT_B,12,6,6,197.5,197.5,0.0,8.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,12,6,6,205.0,205.0,0.0,1.0,False,,normal,
E2_S02_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,12,6,6,201.0,201.0,0.0,14.0,False,,normal,
E2_S02_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,12,6,6,190.0,189.0,-1.0,25.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_B_T008.csv,test,FALL_SIT_B,12,6,6,223.0,223.0,0.0,16.0,False,,normal,
E2_S02_A_FALL_SIT_B_T009.csv,train,FALL_SIT_B,12,6,6,197.5,186.0,-4.0,30.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_B_T010.csv,test,FALL_SIT_B,1,0,1,,181.0,,0.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T001.csv,train,FALL_SIT_F,12,6,6,198.0,198.0,0.0,6.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T002.csv,test,FALL_SIT_F,12,6,6,264.0,225.5,-1.5,80.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T003.csv,test,FALL_SIT_F,12,6,6,209.0,187.0,-22.0,23.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T004.csv,test,FALL_SIT_F,12,6,6,274.0,274.0,0.0,2.0,False,,normal,
E2_S02_A_FALL_SIT_F_T005.csv,train,FALL_SIT_F,10,5,5,207.0,185.0,-23.0,24.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T006.csv,test,FALL_SIT_F,12,6,6,228.5,228.5,0.0,74.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T007.csv,train,FALL_SIT_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E2_S02_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,12,6,6,193.0,193.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_SIT_F_T009.csv,train,FALL_SIT_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E2_S02_A_FALL_SIT_F_T010.csv,val,FALL_SIT_F,12,6,6,235.0,235.0,0.0,27.0,False,,normal,
E2_S02_A_FALL_STD_B_T001.csv,train,FALL_STD_B,12,6,6,191.0,191.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_B_T002.csv,train,FALL_STD_B,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E2_S02_A_FALL_STD_B_T003.csv,val,FALL_STD_B,12,6,6,249.0,249.0,0.0,76.0,False,,normal,
E2_S02_A_FALL_STD_B_T004.csv,test,FALL_STD_B,12,6,6,236.0,236.0,0.0,0.0,False,,normal,
E2_S02_A_FALL_STD_B_T005.csv,train,FALL_STD_B,12,6,6,232.0,232.0,0.0,34.0,False,,normal,
E2_S02_A_FALL_STD_B_T006.csv,train,FALL_STD_B,8,4,4,205.0,205.0,0.0,0.0,True,rise_not_found,high,has_hard_review
E2_S02_A_FALL_STD_B_T007.csv,train,FALL_STD_B,12,6,6,253.0,253.0,0.0,63.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_B_T008.csv,train,FALL_STD_B,12,6,6,235.0,235.0,0.0,1.0,False,,normal,
E2_S02_A_FALL_STD_B_T009.csv,val,FALL_STD_B,12,6,6,190.0,188.0,-2.0,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_B_T010.csv,val,FALL_STD_B,12,6,6,198.0,198.0,0.0,3.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_F_T001.csv,val,FALL_STD_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E2_S02_A_FALL_STD_F_T002.csv,train,FALL_STD_F,12,6,6,229.0,229.0,0.0,45.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_F_T003.csv,train,FALL_STD_F,12,6,6,220.0,220.0,0.0,25.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_F_T004.csv,train,FALL_STD_F,12,6,6,242.0,242.0,0.0,1.0,False,,normal,
E2_S02_A_FALL_STD_F_T005.csv,train,FALL_STD_F,12,6,6,196.0,196.0,0.0,15.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_F_T006.csv,train,FALL_STD_F,12,6,6,215.0,215.0,0.0,0.0,False,,normal,
E2_S02_A_FALL_STD_F_T007.csv,val,FALL_STD_F,12,6,6,271.0,271.0,0.0,0.0,False,,normal,
E2_S02_A_FALL_STD_F_T008.csv,train,FALL_STD_F,12,6,6,235.0,235.0,0.0,6.0,False,,normal,
E2_S02_A_FALL_STD_F_T009.csv,test,FALL_STD_F,12,6,6,206.0,204.0,0.0,30.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_STD_F_T010.csv,train,FALL_STD_F,12,6,6,255.0,255.0,0.0,1.0,False,,normal,
E2_S02_A_FALL_WALK_B_T001.csv,val,FALL_WALK_B,12,6,6,287.0,287.0,0.0,68.0,False,,high,weak_subtype:FALL_WALK_B
E2_S02_A_FALL_WALK_B_T002.csv,val,FALL_WALK_B,12,6,6,190.0,185.0,-5.0,5.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_B_T003.csv,train,FALL_WALK_B,12,6,6,250.0,250.0,0.0,0.0,False,,high,weak_subtype:FALL_WALK_B
E2_S02_A_FALL_WALK_B_T004.csv,train,FALL_WALK_B,12,6,6,238.0,238.0,0.0,0.0,False,,high,weak_subtype:FALL_WALK_B
E2_S02_A_FALL_WALK_B_T005.csv,train,FALL_WALK_B,12,6,6,190.0,183.0,-7.0,10.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_B_T006.csv,test,FALL_WALK_B,4,2,2,227.0,227.0,0.0,0.0,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_B_T007.csv,test,FALL_WALK_B,0,0,0,,,,,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_B_T008.csv,train,FALL_WALK_B,12,6,6,200.0,200.0,0.0,2.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_B_T009.csv,test,FALL_WALK_B,12,6,6,202.5,202.5,0.0,133.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_B_T010.csv,train,FALL_WALK_B,12,6,6,192.0,192.0,0.0,2.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E2_S02_A_FALL_WALK_F_T001.csv,train,FALL_WALK_F,12,6,6,191.0,180.0,-11.0,11.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_WALK_F_T002.csv,test,FALL_WALK_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E2_S02_A_FALL_WALK_F_T003.csv,test,FALL_WALK_F,1,0,1,,185.0,,0.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_not_found;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_WALK_F_T004.csv,test,FALL_WALK_F,12,6,6,252.5,252.5,0.0,33.0,False,,normal,
E2_S02_A_FALL_WALK_F_T005.csv,val,FALL_WALK_F,12,6,6,190.0,180.0,-10.0,10.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E2_S02_A_FALL_WALK_F_T006.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E2_S02_A_FALL_WALK_F_T007.csv,val,FALL_WALK_F,12,6,6,218.0,218.0,0.0,1.0,False,,normal,
E2_S02_A_FALL_WALK_F_T008.csv,train,FALL_WALK_F,4,2,2,214.0,214.0,0.0,0.0,True,rise_not_found,high,has_hard_review
E2_S02_A_FALL_WALK_F_T009.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E2_S02_A_FALL_WALK_F_T010.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_SIT_B_T001.csv,train,FALL_SIT_B,4,2,2,252.0,252.0,0.0,0.0,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_SIT_B_T002.csv,train,FALL_SIT_B,10,5,5,275.0,275.0,0.0,43.0,True,rise_not_found;topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_SIT_B_T003.csv,train,FALL_SIT_B,8,4,4,249.0,249.0,0.0,0.0,True,rise_not_found;topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_SIT_B_T004.csv,train,FALL_SIT_B,6,3,3,239.0,239.0,0.0,1.0,True,rise_not_found;topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_SIT_B_T005.csv,train,FALL_SIT_B,12,6,6,252.0,252.0,0.0,41.0,False,,normal,
E3_S03_A_FALL_SIT_B_T006.csv,train,FALL_SIT_B,6,3,3,305.0,305.0,0.0,139.0,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_SIT_B_T007.csv,train,FALL_SIT_B,12,6,6,238.0,238.0,0.0,4.0,False,,normal,
E3_S03_A_FALL_SIT_B_T008.csv,train,FALL_SIT_B,12,6,6,247.0,247.0,0.0,19.0,False,,normal,
E3_S03_A_FALL_SIT_B_T009.csv,val,FALL_SIT_B,12,6,6,290.0,290.0,0.0,0.0,False,,normal,
E3_S03_A_FALL_SIT_B_T010.csv,train,FALL_SIT_B,12,6,6,231.0,231.0,0.0,20.0,False,,normal,
E3_S03_A_FALL_SIT_F_T001.csv,train,FALL_SIT_F,12,6,6,258.0,258.0,0.0,57.0,False,,normal,
E3_S03_A_FALL_SIT_F_T002.csv,train,FALL_SIT_F,12,6,6,303.0,303.0,0.0,13.0,False,,normal,
E3_S03_A_FALL_SIT_F_T003.csv,train,FALL_SIT_F,8,4,4,200.0,200.0,0.0,113.0,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_SIT_F_T004.csv,test,FALL_SIT_F,12,6,6,248.0,248.0,0.0,4.0,False,,normal,
E3_S03_A_FALL_SIT_F_T005.csv,test,FALL_SIT_F,12,6,6,212.0,212.0,0.0,34.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_SIT_F_T006.csv,train,FALL_SIT_F,12,6,6,264.0,264.0,0.0,78.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_SIT_F_T007.csv,test,FALL_SIT_F,12,6,6,262.0,262.0,0.0,53.0,False,,normal,
E3_S03_A_FALL_SIT_F_T008.csv,train,FALL_SIT_F,0,0,0,,,,,True,resampled_count<550,high,hard_resampled_count_lt_550
E3_S03_A_FALL_SIT_F_T009.csv,train,FALL_SIT_F,12,6,6,226.0,226.0,0.0,0.0,False,,normal,
E3_S03_A_FALL_SIT_F_T010.csv,train,FALL_SIT_F,12,6,6,236.0,236.0,0.0,48.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_STD_B_T001.csv,train,FALL_STD_B,12,6,6,283.0,283.0,0.0,99.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_B_T002.csv,train,FALL_STD_B,12,6,6,270.0,270.0,0.0,70.0,False,,normal,
E3_S03_A_FALL_STD_B_T003.csv,val,FALL_STD_B,12,6,6,215.0,215.0,0.0,13.0,False,,normal,
E3_S03_A_FALL_STD_B_T004.csv,train,FALL_STD_B,12,6,6,213.0,213.0,0.0,90.0,False,,normal,
E3_S03_A_FALL_STD_B_T005.csv,train,FALL_STD_B,12,6,6,205.0,205.0,0.0,0.0,False,,normal,
E3_S03_A_FALL_STD_B_T006.csv,test,FALL_STD_B,8,4,4,225.0,225.0,0.0,14.0,True,rise_not_found,high,has_hard_review
E3_S03_A_FALL_STD_B_T007.csv,train,FALL_STD_B,12,6,6,202.0,202.0,0.0,0.0,True,topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_STD_B_T008.csv,val,FALL_STD_B,12,6,6,198.0,198.0,0.0,37.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_B_T009.csv,val,FALL_STD_B,12,6,6,223.0,223.0,0.0,23.0,False,,normal,
E3_S03_A_FALL_STD_B_T010.csv,train,FALL_STD_B,12,6,6,207.5,183.0,-24.0,25.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_F_T001.csv,train,FALL_STD_F,12,6,6,248.0,248.0,0.0,1.0,False,,normal,
E3_S03_A_FALL_STD_F_T002.csv,val,FALL_STD_F,12,6,6,195.0,185.0,-10.0,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_F_T003.csv,train,FALL_STD_F,12,6,6,190.0,180.0,-10.0,10.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_F_T004.csv,test,FALL_STD_F,12,6,6,202.0,202.0,0.0,0.0,False,,normal,
E3_S03_A_FALL_STD_F_T005.csv,train,FALL_STD_F,12,6,6,193.0,183.5,-9.5,16.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_F_T006.csv,train,FALL_STD_F,12,6,6,298.0,298.0,0.0,37.0,True,topk_no_consensus_hard,high,has_hard_review
E3_S03_A_FALL_STD_F_T007.csv,test,FALL_STD_F,12,6,6,193.0,193.0,0.0,81.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_F_T008.csv,val,FALL_STD_F,12,6,6,247.0,247.0,0.0,0.0,False,,normal,
E3_S03_A_FALL_STD_F_T009.csv,val,FALL_STD_F,12,6,6,227.0,227.0,0.0,57.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E3_S03_A_FALL_STD_F_T010.csv,val,FALL_STD_F,12,6,6,256.0,256.0,0.0,51.0,False,,normal,
E3_S03_A_FALL_WALK_B_T001.csv,train,FALL_WALK_B,12,6,6,207.0,193.5,-13.5,27.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E3_S03_A_FALL_WALK_B_T002.csv,val,FALL_WALK_B,12,6,6,206.0,206.0,0.0,7.0,True,topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
