manifest_id,manifest_version,filename,env,subject,activity,subtype,trial,split_id,split_assignment,split_source,split_unit,decision_scope,test_sealed,thresholds_decided_from,resampled_count,excluded,exclude_reason,search_mode,search_start_original,search_end_original,smooth_frames,k_mad,sustain_frames,param_set_id,onset_frame_original,onset_frame_clean,rise_frame_original,rise_frame_clean,peak_frame_original,peak_frame_clean,baseline_median,baseline_mad,baseline_iqr,baseline_p75,baseline_p90,baseline_noise_ratio,baseline_mad_ratio,rise_strength,rise_slope,slope_window,slope_edge_clipped,peak_distance,topk_spread,topk_multimodal,param_sensitivity_range,param_sensitivity_mad,confidence_ref,rise_outside_nominal,peak_outside_nominal,nominal_broad_delta,needs_review,needs_review_hard_reasons,needs_review_soft_reasons,review_priority,review_priority_reasons
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T001.csv,1,1,FALL_SIT_B,FALL_SIT_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,553,False,,broad,180,400,5,3.5,3,k3.5_s3,251,151,251,151,260,160,0.15156,0.00772,0.01538,0.16104,0.17062,1.12575,0.05092,1.19207,0.02458,5,False,60,17,False,7.0,0.0,0.59118,False,False,0,False,,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T001.csv,1,1,FALL_SIT_B,FALL_SIT_B,1,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,553,False,,broad,180,400,5,3.5,5,k3.5_s5,258,158,258,158,260,160,0.15156,0.00772,0.01538,0.16104,0.17062,1.12575,0.05092,1.22231,0.01219,5,False,60,131,True,7.0,0.0,0.46966,False,False,0,True,topk_no_consensus_hard,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,2.5,3,k2.5_s3,190,,190,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.17766,0.01376,5,False,65,2,False,0.0,0.0,0.59921,False,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,2.5,5,k2.5_s5,190,,190,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.17766,0.01376,5,False,65,2,False,0.0,0.0,0.59921,False,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.0,3,k3.0_s3,190,,190,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.17766,0.01376,5,False,65,2,False,0.0,0.0,0.59921,False,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.0,5,k3.0_s5,190,,190,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.17766,0.01376,5,False,65,2,False,0.0,0.0,0.59921,False,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.5,3,k3.5_s3,190,,190,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.17766,0.01376,5,False,65,2,False,0.0,0.0,0.59921,False,False,-1,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.5,5,k3.5_s5,190,,190,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.17766,0.01376,5,False,65,2,False,0.0,0.0,0.59921,False,False,-1,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,2.5,3,k2.5_s3,186,,186,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.12401,0.01996,5,False,65,2,False,3.0,0.0,0.58481,True,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,2.5,5,k2.5_s5,186,,186,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.12401,0.01996,5,False,65,2,False,3.0,0.0,0.58481,True,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.0,3,k3.0_s3,186,,186,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.12401,0.01996,5,False,65,2,False,3.0,0.0,0.58481,True,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.0,5,k3.0_s5,186,,186,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.12401,0.01996,5,False,65,2,False,3.0,0.0,0.58481,True,False,-4,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.5,3,k3.5_s3,189,,189,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.16704,0.01073,5,False,65,2,False,3.0,0.0,0.59528,True,False,-1,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T002.csv,1,1,FALL_SIT_B,FALL_SIT_B,2,within_subject_seed42_val0.2_test0.2_pretrained6,train,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.5,5,k3.5_s5,189,,189,,265,165,0.14312,0.0057,0.01198,0.14786,0.15633,1.09229,0.03986,1.16704,0.01073,5,False,65,2,False,3.0,0.0,0.59528,True,False,-1,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,2.5,3,k2.5_s3,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,2.5,5,k2.5_s5,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.0,3,k3.0_s3,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.0,5,k3.0_s5,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.5,3,k3.5_s3,205,105,205,105,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.1689,0.03138,5,False,86,8,False,1.0,0.0,0.57378,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.5,5,k3.5_s5,205,105,205,105,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.1689,0.03138,5,False,86,8,False,1.0,0.0,0.57378,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,2.5,3,k2.5_s3,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,2.5,5,k2.5_s5,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.0,3,k3.0_s3,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.0,5,k3.0_s5,204,104,204,104,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.15036,0.02724,5,False,86,8,False,1.0,0.0,0.56721,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.5,3,k3.5_s3,205,105,205,105,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.1689,0.03138,5,False,86,8,False,1.0,0.0,0.57378,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T003.csv,1,1,FALL_SIT_B,FALL_SIT_B,3,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.5,5,k3.5_s5,205,105,205,105,286,186,0.13555,0.0065,0.01335,0.14455,0.14735,1.08705,0.04794,1.1689,0.03138,5,False,86,8,False,1.0,0.0,0.57378,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,2.5,3,k2.5_s3,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,2.5,5,k2.5_s5,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.0,3,k3.0_s3,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.0,5,k3.0_s5,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.5,3,k3.5_s3,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,nominal,190,350,5,3.5,5,k3.5_s5,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,2.5,3,k2.5_s3,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,2.5,5,k2.5_s5,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.0,3,k3.0_s3,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.0,5,k3.0_s5,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.5,3,k3.5_s3,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T004.csv,1,1,FALL_SIT_B,FALL_SIT_B,4,within_subject_seed42_val0.2_test0.2_pretrained6,test,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,552,False,,broad,180,400,5,3.5,5,k3.5_s5,272,172,272,172,276,176,0.1642,0.00848,0.01673,0.17242,0.18166,1.10632,0.05164,1.20768,0.17215,5,False,76,2,False,0.0,0.0,0.63586,False,False,0,False,,,normal,
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T005.csv,1,1,FALL_SIT_B,FALL_SIT_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,val,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,553,False,,nominal,190,350,5,2.5,3,k2.5_s3,261,161,261,161,348,248,0.16113,0.01171,0.02341,0.17299,0.18231,1.13147,0.07267,1.20507,0.01024,5,False,148,41,True,86.0,2.0,0.47558,False,False,0,False,,,high,has_hard_review
onset_probe_2026-06-05,probe_long_v1,E1_S01_A_FALL_SIT_B_T005.csv,1,1,FALL_SIT_B,FALL_SIT_B,5,within_subject_seed42_val0.2_test0.2_pretrained6,val,split_safesignal_within_subject,filename,demo_primary_pretrained6,True,train+val,553,False,,nominal,190,350,5,2.5,5,k2.5_s5,345,245,345,245,348,248,0.16113,0.01171,0.02341,0.17299,0.18231,1.13147,0.07267,1.22186,0.03205,5,False,148,0,False,86.0,2.0,0.53192,False,False,0,False,,,high,has_hard_review
